epoch,step,sys/eta_seconds,sys/steps_per_sec_live,train/bit_balance_loss,train/bit_density,train/bits_per_token,train/block0_exact_acc,train/block0_token_acc,train/block1_exact_acc,train/block1_token_acc,train/block2_exact_acc,train/block2_token_acc,train/block3_exact_acc,train/block3_token_acc,train/budget_acc,train/budget_loss,train/chunk_deviation_max,train/chunk_deviation_mean,train/chunk_deviation_p50,train/chunk_deviation_p90,train/chunk_deviation_p95,train/chunk_deviation_rate_mean,train/diffusion_embed_mse,train/effective_bits_per_token,train/exact_chunk_acc,train/gist_loss,train/lookup_active_k_mean,train/lookup_budget_k_mean,train/lookup_gate_mean,train/lookup_keep_prob_mean,train/lookup_selected_fraction,train/lookup_slot_cost_loss,train/lookup_slot_target_loss,train/lookup_token_acc,train/loss,train/non_lookup_token_acc,train/observed_effective_bits_per_token,train/residual_fine_region_fraction,train/residual_high_fraction,train/residual_high_precision,train/residual_high_recall,train/residual_medium_fraction,train/residual_router_acc,train/residual_router_loss,train/selector_loss,train/selector_precision_at_k,train/selector_recall_at_k,train/token_acc,train/token_ce,train/token_top10_acc,train/token_top5_acc,train/variable_window_cost_loss,train/variable_window_loss,train/variable_window_nonimprove_loss,train/weighted_token_ce,val/bit_balance_loss,val/bit_density,val/bits_per_token,val/block0_exact_acc,val/block0_token_acc,val/block1_exact_acc,val/block1_token_acc,val/block2_exact_acc,val/block2_token_acc,val/block3_exact_acc,val/block3_token_acc,val/budget_acc,val/budget_loss,val/chunk_deviation_max,val/chunk_deviation_mean,val/chunk_deviation_p50,val/chunk_deviation_p90,val/chunk_deviation_p95,val/chunk_deviation_rate_mean,val/diffusion_embed_mse,val/effective_bits_per_token,val/exact_chunk_acc,val/gist_loss,val/lookup_active_k_mean,val/lookup_budget_k_mean,val/lookup_gate_mean,val/lookup_keep_prob_mean,val/lookup_selected_fraction,val/lookup_slot_cost_loss,val/lookup_slot_target_loss,val/lookup_token_acc,val/loss,val/non_lookup_token_acc,val/observed_effective_bits_per_token,val/residual_fine_region_fraction,val/residual_high_fraction,val/residual_high_precision,val/residual_high_recall,val/residual_medium_fraction,val/residual_router_acc,val/residual_router_loss,val/selector_loss,val/selector_precision_at_k,val/selector_recall_at_k,val/token_acc,val/token_ce,val/token_top10_acc,val/token_top5_acc,val/variable_window_cost_loss,val/variable_window_loss,val/variable_window_nonimprove_loss,val/weighted_token_ce
0,4,,,0.09556102752685547,0.462554931640625,16.0,0.0,0.212890625,0.0,0.30859375,0.0,0.27734375,0.0,0.30078125,0.0,0.0,62.0,46.40625,47.0,51.0,55.949989318847656,0.72509765625,0.0,27.0,0.0,11.09429931640625,26.78125,17.52593994140625,0.6321561336517334,0.5476856231689453,0.41845703125,0.546875,0.0,0.3068844974040985,11.347323417663574,0.251889169216156,22.0245418548584,0.01953125,0.01953125,0.07500000298023224,0.005444645881652832,0.0,0.4775390625,1.0677642822265625,0.0,0.22924447059631348,0.35289350152015686,0.27490234375,8.348315238952637,0.37890625,0.36572265625,0.0,0.0,0.0,8.348315238952637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,,,0.08258342742919922,0.467010498046875,16.0,0.0,0.21875,0.0,0.275390625,0.0,0.28125,0.0,0.20703125,0.0,0.0,59.0,48.28125,48.5,59.0,59.0,0.75439453125,0.0,27.0,0.0,10.53240966796875,27.40625,17.84381103515625,0.7549930214881897,0.5576190948486328,0.42822265625,0.55859375,0.0,0.28620296716690063,10.590126037597656,0.21520067751407623,22.13381004333496,0.0,0.0,0.0,0.0,0.0,0.47021484375,1.0669307708740234,0.0,0.2399480640888214,0.37941014766693115,0.24560546875,7.7316412925720215,0.46484375,0.4384765625,0.0,0.0,0.0,7.7316412925720215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,,,0.07626724243164062,0.46600341796875,16.0,0.0,0.25390625,0.0,0.26953125,0.0,0.22265625,0.0,0.27734375,0.0,0.0,59.0,47.625,48.0,57.599998474121094,58.0,0.744140625,0.0,27.0,0.0,10.21197509765625,27.34375,18.1883544921875,0.7868393063545227,0.5683860778808594,0.42724609375,0.5703125,0.0,0.26514285802841187,10.102191925048828,0.24893435835838318,22.252246856689453,0.0,0.0,0.0,0.0,0.0,0.48974609375,1.0449905395507812,0.0,0.2294110655784607,0.37426310777664185,0.255859375,7.328024387359619,0.501953125,0.4599609375,0.0,0.0,0.0,7.328024387359619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19,,,0.0721139907836914,0.459503173828125,16.0,0.0,0.208984375,0.0,0.275390625,0.0,0.279296875,0.0,0.208984375,0.0,0.0,59.0,48.4375,48.0,58.0,58.44999694824219,0.7568359375,0.0,27.0,0.0,10.040863037109375,27.0,18.4310302734375,0.7606788873672485,0.5759696960449219,0.421875,0.57421875,0.0,0.2152777761220932,10.160207748413086,0.2635135054588318,22.33566665649414,0.0,0.0,0.0,0.0,0.0,0.47998046875,1.038003921508789,0.0,0.2932649850845337,0.4618626832962036,0.2431640625,7.4301958084106445,0.494140625,0.4345703125,0.0,0.0,0.0,7.4301958084106445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,,,0.06763267517089844,0.46295166015625,16.0,0.0,0.21875,0.0,0.19140625,0.0,0.265625,0.0,0.259765625,0.0,0.0,60.0,49.03125,48.5,59.900001525878906,60.0,0.76611328125,0.0,27.0,0.0,9.78594970703125,28.09375,18.66485595703125,0.7613580822944641,0.5832767486572266,0.43896484375,0.58203125,0.0,0.22024470567703247,9.66433048248291,0.24456048011779785,22.416044235229492,0.0,0.0,0.0,0.0,0.0,0.48779296875,1.0237884521484375,0.0,0.264906644821167,0.45723551511764526,0.23388671875,7.000751495361328,0.564453125,0.46630859375,0.0,0.0,0.0,7.000751495361328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,,,0.06550788879394531,0.4517822265625,16.0,0.0,0.0859375,0.0,0.09765625,0.0,0.109375,0.0,0.126953125,0.0,0.0,61.0,57.28125,59.0,60.0,61.0,0.89501953125,0.0,27.0,0.0,9.5953369140625,28.375,19.0628662109375,0.8058834075927734,0.5957145690917969,0.443359375,0.59765625,0.0,0.15859030187129974,10.147625923156738,0.06228070333600044,22.552860260009766,0.00146484375,0.0,0.0,0.0,0.00146484375,0.4931640625,0.9994688034057617,0.0,0.28395944833755493,0.4860701262950897,0.10498046875,7.536279678344727,0.6171875,0.39697265625,0.0,0.0,0.0,7.536279678344727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,,,0.05321788787841797,0.450286865234375,16.0,0.0,0.115234375,0.0,0.125,0.0,0.103515625,0.0,0.091796875,0.0,0.0,60.0,57.03125,57.0,60.0,60.0,0.89111328125,0.0,27.0,0.0,9.408187866210938,27.53125,19.326171875,0.8105934858322144,0.60394287109375,0.43017578125,0.60546875,0.0,0.21452894806861877,10.155486106872559,0.029134532436728477,22.64337158203125,0.14404296875,0.00146484375,0.6666666865348816,0.0037523452192544937,0.142578125,0.50537109375,0.983250617980957,0.0,0.2832261025905609,0.4665032625198364,0.10888671875,7.59417200088501,0.6123046875,0.341796875,0.0,0.0,0.0,7.59417200088501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39,,,0.05372047424316406,0.452392578125,16.0,0.0,0.13671875,0.0,0.09765625,0.0,0.13671875,0.0,0.126953125,0.0,0.0,60.0,56.03125,57.0,59.0,59.0,0.87548828125,0.0,27.0,0.0,8.981552124023438,29.84375,19.89312744140625,0.8015011548995972,0.6216602325439453,0.46630859375,0.62109375,0.0,0.23246073722839355,9.502076148986816,0.03019213117659092,22.8382625579834,0.31494140625,0.01416015625,0.37931033968925476,0.020220588892698288,0.30078125,0.5322265625,0.9404020309448242,0.0,0.33536845445632935,0.5905317068099976,0.12451171875,7.0556182861328125,0.662109375,0.52587890625,0.0,0.0,0.0,7.0556182861328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,,,0.05551433563232422,0.440277099609375,16.0,0.0,0.181640625,0.0,0.21875,0.0,0.173828125,0.0,0.16796875,0.0,0.0,59.0,52.125,52.5,58.599998474121094,59.0,0.814453125,0.0,27.0,0.0,8.863800048828125,28.84375,19.938232421875,0.7828920483589172,0.6230697631835938,0.45068359375,0.625,0.0,0.2741061747074127,9.316222190856934,0.1128888875246048,22.85376739501953,0.29345703125,0.0224609375,0.43478259444236755,0.03724394738674164,0.27099609375,0.51220703125,0.9405736923217773,0.0,0.33974677324295044,0.5843639969825745,0.185546875,6.89909029006958,0.65185546875,0.5380859375,0.0,0.0,0.0,6.89909029006958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,,,0.05116081237792969,0.44287109375,16.0,0.0,0.244140625,0.0,0.26171875,0.0,0.2421875,0.0,0.193359375,0.0,0.0,56.0,48.9375,51.0,56.0,56.0,0.7646484375,0.0,27.0,0.0,8.529953002929688,30.0625,20.69561767578125,0.8142054080963135,0.6467380523681641,0.4697265625,0.6484375,0.0,0.382536381483078,8.48593807220459,0.10497237741947174,23.114118576049805,0.2294921875,0.0263671875,0.29629629850387573,0.029197080060839653,0.203125,0.5087890625,0.9400906562805176,0.0,0.32714200019836426,0.5743652582168579,0.2353515625,6.151980400085449,0.68212890625,0.57861328125,0.0,0.0,0.0,6.151980400085449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
